First 2 of SOC;SOC;Occupation;Generation;2007 Jobs;2013 Jobs;Job Change;% Job Change;2007 Share of All Jobs;2013 Share of All Jobs;Change in Share;
49;49-9043;Maintenance Workers, Machinery;Millennial; 	18.289 ;16.663; (1.626);-9 %;18 %;18%; (0%);
51;51-4111;Tool and Die Makers;Millennial; 	9.214 ;7.575; (1.639);-18 %;10 %;10%; (0%);
27;27-1021;Commercial and Industrial Designers;Millennial; 	14.158 ;12.513; (1.645);-12 %;31 %;31%; (0%);
49;49-9011;Mechanical Door Repairers;Millennial; 	6.370 ;4.725; (1.645);-26 %;31 %;29%; (2%);
27;27-4012;Broadcast Technicians;Millennial; 	11.893 ;10.247; (1.646);-14 %;34 %;32%; (2%);
47;47-2151;Pipelayers;Millennial; 	18.561 ;16.889; (1.672);-9 %;28 %;28%; (0%);
43;43-9031;Desktop Publishers;Millennial; 	6.581 ;4.892; (1.689);-26 %;29 %;28%; (1%);
49;49-2094;Electrical and Electronics Repairers, Commercial and Industrial Equipment;Millennial; 	16.693 ;14.999; (1.694);-10 %;23 %;23%; (0%);
51;51-9191;Adhesive Bonding Machine Operators and Tenders;Millennial; 	5.780 ;4.058; (1.722);-30 %;26 %;24%; (2%);
41;41-2022;Parts Salespersons;Millennial; 	65.595 ;63.871; (1.724);-3 %;28 %;28%; (0%);
19;19-2031;Chemists;Millennial; 	24.464 ;22.725; (1.739);-7 %;28 %;26%; (2%);
51;51-2091;Fiberglass Laminators and Fabricators;Millennial; 	6.637 ;4.898; (1.739);-26 %;28 %;27%; (1%);
13;13-1199;Business Operations Specialists, All Other;Millennial; 	259.546 ;257.804; (1.742);-1 %;27 %;27%; (0%);
11;11-9041;Architectural and Engineering Managers;Millennial; 	21.687 ;19.926; (1.761);-8 %;11 %;11%;0%;
17;17-2061;Computer Hardware Engineers;Millennial; 	24.947 ;23.155; (1.792);-7 %;30 %;28%; (2%);
47;47-2132;Insulation Workers, Mechanical;Millennial; 	14.060 ;12.218; (1.842);-13 %;39 %;38%; (1%);
17;17-3026;Industrial Engineering Technicians;Millennial; 	14.238 ;12.394; (1.844);-13 %;19 %;18%; (1%);
53;53-7032;Excavating and Loading Machine and Dragline Operators;Millennial; 	13.476 ;11.557; (1.919);-14 %;21 %;21%; (0%);
47;47-3014;Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons;Millennial; 	6.433 ;4.471; (1.962);-30 %;36 %;37%;1%;
27;27-3011;Radio and Television Announcers;Millennial; 	12.953 ;10.948; (2.005);-15 %;31 %;29%; (2%);
43;43-9051;Mail Clerks and Mail Machine Operators, Except Postal Service;Millennial; 	31.842 ;29.812; (2.030);-6 %;27 %;26%; (1%);
49;49-9044;Millwrights;Millennial; 	8.449 ;6.413; (2.036);-24 %;17 %;16%; (1%);
51;51-6061;Textile Bleaching and Dyeing Machine Operators and Tenders;Millennial; 	4.953 ;2.888; (2.065);-42 %;28 %;26%; (2%);
27;27-4021;Photographers;Millennial; 	40.757 ;38.563; (2.194);-5 %;32 %;31%; (1%);
51;51-6021;Pressers, Textile, Garment, and Related Materials;Millennial; 	14.555 ;12.327; (2.228);-15 %;23 %;23%; (0%);
15;15-1143;Computer Network Architects;Millennial; 	48.665 ;46.407; (2.258);-5 %;33 %;32%; (1%);
23;23-2093;Title Examiners, Abstractors, and Searchers;Millennial; 	20.202 ;17.940; (2.262);-11 %;33 %;31%; (2%);
37;37-1011;First-Line Supervisors of Housekeeping and Janitorial Workers;Millennial; 	39.328 ;36.973; (2.355);-6 %;17 %;18%;1%;
41;41-9011;Demonstrators and Product Promoters;Millennial; 	26.079 ;23.715; (2.364);-9 %;26 %;25%; (1%);
51;51-4122;Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders;Millennial; 	17.397 ;15.025; (2.372);-14 %;29 %;29%; (0%);
43;43-9011;Computer Operators;Millennial; 	20.521 ;18.144; (2.377);-12 %;24 %;23%; (1%);
43;43-3051;Payroll and Timekeeping Clerks;Millennial; 	49.120 ;46.726; (2.394);-5 %;26 %;25%; (1%);
51;51-9022;Grinding and Polishing Workers, Hand;Millennial; 	10.528 ;8.133; (2.395);-23 %;28 %;26%; (2%);
17;17-1022;Surveyors;Millennial; 	14.533 ;12.071; (2.462);-17 %;30 %;28%; (2%);
51;51-6063;Textile Knitting and Weaving Machine Setters, Operators, and Tenders;Millennial; 	5.776 ;3.233; (2.543);-44 %;18 %;16%; (2%);
47;47-4031;Fence Erectors;Millennial; 	14.367 ;11.822; (2.545);-18 %;40 %;40%; (0%);
47;47-2171;Reinforcing Iron and Rebar Workers;Millennial; 	8.505 ;5.929; (2.576);-30 %;38 %;36%; (2%);
51;51-6093;Upholsterers;Millennial; 	10.603 ;8.003; (2.600);-25 %;22 %;20%; (2%);
27;27-1023;Floral Designers;Millennial; 	14.813 ;12.194; (2.619);-18 %;21 %;22%;1%;
49;49-2097;Electronic Home Entertainment Equipment Installers and Repairers;Millennial; 	17.673 ;15.033; (2.640);-15 %;45 %;40%; (5%);
51;51-6011;Laundry and Dry-Cleaning Workers;Millennial; 	50.686 ;48.043; (2.643);-5 %;22 %;22%;0%;
17;17-3013;Mechanical Drafters;Millennial; 	21.286 ;18.634; (2.652);-12 %;29 %;28%; (1%);
43;43-4041;Credit Authorizers, Checkers, and Clerks;Millennial; 	21.607 ;18.922; (2.685);-12 %;38 %;37%; (1%);
49;49-9031;Home Appliance Repairers;Millennial; 	12.037 ;9.329; (2.708);-22 %;25 %;22%; (3%);
11;11-3051;Industrial Production Managers;Millennial; 	22.911 ;20.196; (2.715);-12 %;13 %;13%;0%;
51;51-9122;Painters, Transportation Equipment;Millennial; 	19.686 ;16.967; (2.719);-14 %;33 %;33%;0%;
51;51-4033;Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	19.748 ;17.022; (2.726);-14 %;25 %;24%; (1%);
51;51-3023;Slaughterers and Meat Packers;Millennial; 	30.501 ;27.733; (2.768);-9 %;37 %;35%; (2%);
25;25-2031;Secondary School Teachers, Except Special and Career/Technical Education;Millennial; 	219.594 ;216.818; (2.776);-1 %;23 %;23%;0%;
47;47-4099;Construction and Related Workers, All Other;Millennial; 	13.773 ;10.888; (2.885);-21 %;30 %;29%; (1%);
47;47-2042;Floor Layers, Except Carpet, Wood, and Hard Tiles;Millennial; 	10.491 ;7.547; (2.944);-28 %;35 %;34%; (1%);
47;47-2022;Stonemasons;Millennial; 	8.862 ;5.859; (3.003);-34 %;33 %;32%; (1%);
53;53-3022;Bus Drivers, School or Special Client ;Millennial; 	84.458 ;81.428; (3.030);-4 %;18 %;17%; (1%);
11;11-1011;Chief Executives;Millennial; 	27.584 ;24.541; (3.043);-11 %;8 %;8%; (0%);
45;45-4022;Logging Equipment Operators;Millennial; 	12.178 ;9.102; (3.076);-25 %;24 %;23%; (1%);
47;47-3012;Helpers--Carpenters;Millennial; 	18.267 ;15.178; (3.089);-17 %;35 %;37%;2%;
11;11-9141;Property, Real Estate, and Community Association Managers;Millennial; 	44.616 ;41.522; (3.094);-7 %;17 %;17%;0%;
41;41-9021;Real Estate Brokers;Millennial; 	19.785 ;16.656; (3.129);-16 %;17 %;17%; (0%);
43;43-5051;Postal Service Clerks;Millennial; 	9.782 ;6.600; (3.182);-33 %;11 %;10%; (1%);
43;43-9071;Office Machine Operators, Except Computer;Millennial; 	24.285 ;21.083; (3.202);-13 %;30 %;31%;1%;
53;53-1031;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Millennial; 	46.429 ;43.191; (3.238);-7 %;22 %;22%;0%;
17;17-3031;Surveying and Mapping Technicians;Millennial; 	17.910 ;14.606; (3.304);-18 %;30 %;28%; (2%);
53;53-2031;Flight Attendants;Millennial; 	15.729 ;12.403; (3.326);-21 %;17 %;15%; (2%);
17;17-3023;Electrical and Electronics Engineering Technicians;Millennial; 	33.080 ;29.731; (3.349);-10 %;21 %;20%; (1%);
51;51-2041;Structural Metal Fabricators and Fitters;Millennial; 	21.161 ;17.801; (3.360);-16 %;23 %;22%; (1%);
17;17-2071;Electrical Engineers;Millennial; 	36.883 ;33.496; (3.387);-9 %;21 %;20%; (1%);
43;43-4071;File Clerks;Millennial; 	48.964 ;45.564; (3.400);-7 %;25 %;26%;1%;
51;51-6064;Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders;Millennial; 	8.757 ;5.356; (3.401);-39 %;22 %;20%; (2%);
47;47-2071;Paving, Surfacing, and Tamping Equipment Operators;Millennial; 	19.994 ;16.537; (3.457);-17 %;30 %;29%; (1%);
13;13-2053;Insurance Underwriters;Millennial; 	24.938 ;21.479; (3.459);-14 %;25 %;23%; (2%);
51;51-4081;Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	22.929 ;19.455; (3.474);-15 %;23 %;22%; (1%);
43;43-9022;Word Processors and Typists;Millennial; 	29.386 ;25.787; (3.599);-12 %;23 %;22%; (1%);
51;51-9023;Mixing and Blending Machine Setters, Operators, and Tenders;Millennial; 	33.559 ;29.903; (3.656);-11 %;25 %;25%; (0%);
43;43-4151;Order Clerks;Millennial; 	69.683 ;65.988; (3.695);-5 %;31 %;30%; (1%);
51;51-3022;Meat, Poultry, and Fish Cutters and Trimmers;Millennial; 	57.601 ;53.897; (3.704);-6 %;35 %;34%; (1%);
49;49-9071;Maintenance and Repair Workers, General;Millennial; 	265.852 ;262.012; (3.840);-1 %;19 %;19%;0%;
51;51-4021;Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	22.846 ;18.976; (3.870);-17 %;26 %;25%; (1%);
51;51-9032;Cutting and Slicing Machine Setters, Operators, and Tenders;Millennial; 	18.268 ;14.391; (3.877);-21 %;27 %;25%; (2%);
51;51-9041;Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders;Millennial; 	19.450 ;15.483; (3.967);-20 %;24 %;22%; (2%);
43;43-5032;Dispatchers, Except Police, Fire, and Ambulance;Millennial; 	58.739 ;54.749; (3.990);-7 %;29 %;28%; (1%);
51;51-5111;Prepress Technicians and Workers;Millennial; 	11.501 ;7.478; (4.023);-35 %;20 %;19%; (1%);
47;47-3013;Helpers--Electricians;Millennial; 	29.229 ;25.205; (4.024);-14 %;37 %;38%;1%;
49;49-3031;Bus and Truck Mechanics and Diesel Engine Specialists;Millennial; 	63.095 ;59.045; (4.050);-6 %;24 %;23%; (1%);
51;51-5113;Print Binding and Finishing Workers;Millennial; 	12.517 ;8.411; (4.106);-33 %;18 %;16%; (2%);
51;51-9195;Molders, Shapers, and Casters, Except Metal and Plastic;Millennial; 	14.438 ;10.227; (4.211);-29 %;31 %;29%; (2%);
53;53-7061;Cleaners of Vehicles and Equipment;Millennial; 	109.251 ;105.016; (4.235);-4 %;30 %;31%;1%;
49;49-3021;Automotive Body and Related Repairers;Millennial; 	48.900 ;44.534; (4.366);-9 %;28 %;28%;0%;
17;17-2072;Electronics Engineers, Except Computer;Millennial; 	34.271 ;29.882; (4.389);-13 %;23 %;21%; (2%);
51;51-4041;Machinists;Millennial; 	79.691 ;75.261; (4.430);-6 %;19 %;18%; (1%);
47;47-2082;Tapers;Millennial; 	12.847 ;8.363; (4.484);-35 %;38 %;37%; (1%);
33;33-3012;Correctional Officers and Jailers;Millennial; 	104.933 ;100.387; (4.546);-4 %;23 %;22%; (1%);
51;51-9121;Coating, Painting, and Spraying Machine Setters, Operators, and Tenders;Millennial; 	29.316 ;24.638; (4.678);-16 %;30 %;30%; (0%);
25;25-3098;Substitute Teachers;Millennial; 	139.177 ;134.220; (4.957);-4 %;22 %;22%; (0%);
49;49-1011;First-Line Supervisors of Mechanics, Installers, and Repairers;Millennial; 	71.575 ;66.615; (4.960);-7 %;16 %;15%; (1%);
51;51-7041;Sawing Machine Setters, Operators, and Tenders, Wood;Millennial; 	16.193 ;11.113; (5.080);-31 %;29 %;26%; (3%);
47;47-2131;Insulation Workers, Floor, Ceiling, and Wall;Millennial; 	13.624 ;8.472; (5.152);-38 %;35 %;33%; (2%);
17;17-2141;Mechanical Engineers;Millennial; 	69.276 ;63.971; (5.305);-8 %;25 %;24%; (1%);
41;41-3041;Travel Agents;Millennial; 	19.261 ;13.954; (5.307);-28 %;21 %;18%; (3%);
51;51-9196;Paper Goods Machine Setters, Operators, and Tenders;Millennial; 	23.996 ;18.365; (5.631);-23 %;21 %;20%; (1%);
15;15-1131;Computer Programmers;Millennial; 	108.241 ;102.539; (5.702);-5 %;31 %;30%; (1%);
43;43-4011;Brokerage Clerks;Millennial; 	27.085 ;21.345; (5.740);-21 %;39 %;35%; (4%);
13;13-1031;Claims Adjusters, Examiners, and Investigators;Millennial; 	74.841 ;69.098; (5.743);-8 %;27 %;25%; (2%);
47;47-3011;Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters;Millennial; 	15.120 ;9.365; (5.755);-38 %;35 %;37%;2%;
43;43-4181;Reservation and Transportation Ticket Agents and Travel Clerks;Millennial; 	39.470 ;33.664; (5.806);-15 %;27 %;25%; (2%);
27;27-1025;Interior Designers;Millennial; 	27.737 ;21.921; (5.816);-21 %;29 %;27%; (2%);
41;41-9091;Door-to-Door Sales Workers, News and Street Vendors, and Related Workers;Millennial; 	25.315 ;19.421; (5.894);-23 %;23 %;23%;0%;
47;47-2041;Carpet Installers;Millennial; 	21.370 ;15.476; (5.894);-28 %;36 %;35%; (1%);
13;13-2011;Accountants and Auditors;Millennial; 	367.635 ;361.698; (5.937);-2 %;28 %;27%; (1%);
13;13-1023;Purchasing Agents, Except Wholesale, Retail, and Farm Products;Millennial; 	67.256 ;61.265; (5.991);-9 %;22 %;21%; (1%);
17;17-2112;Industrial Engineers;Millennial; 	49.425 ;43.322; (6.103);-12 %;21 %;20%; (1%);
43;43-5053;Postal Service Mail Sorters, Processors, and Processing Machine Operators;Millennial; 	19.896 ;13.740; (6.156);-31 %;12 %;11%; (1%);
27;27-3022;Reporters and Correspondents;Millennial; 	22.129 ;15.885; (6.244);-28 %;34 %;31%; (3%);
43;43-2011;Switchboard Operators, Including Answering Service;Millennial; 	37.063 ;30.801; (6.262);-17 %;25 %;24%; (1%);
49;49-2011;Computer, Automated Teller, and Office Machine Repairers;Millennial; 	46.719 ;40.357; (6.362);-14 %;32 %;29%; (3%);
43;43-6012;Legal Secretaries;Millennial; 	55.141 ;48.546; (6.595);-12 %;24 %;22%; (2%);
51;51-9199;Production Workers, All Other;Millennial; 	76.798 ;70.105; (6.693);-9 %;29 %;28%; (1%);
51;51-4072;Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	33.452 ;26.744; (6.708);-20 %;22 %;22%; (0%);
47;47-2044;Tile and Marble Setters;Millennial; 	26.266 ;19.322; (6.944);-26 %;34 %;33%; (1%);
53;53-7064;Packers and Packagers, Hand;Millennial; 	216.913 ;209.799; (7.114);-3 %;30 %;30%;0%;
43;43-5052;Postal Service Mail Carriers;Millennial; 	41.596 ;34.236; (7.360);-18 %;12 %;12%;0%;
53;53-7063;Machine Feeders and Offbearers;Millennial; 	37.472 ;30.049; (7.423);-20 %;28 %;28%; (0%);
11;11-2022;Sales Managers;Millennial; 	98.172 ;90.609; (7.563);-8 %;25 %;25%; (0%);
43;43-5061;Production, Planning, and Expediting Clerks;Millennial; 	79.554 ;71.986; (7.568);-10 %;26 %;25%; (1%);
17;17-2051;Civil Engineers;Millennial; 	82.328 ;74.688; (7.640);-9 %;28 %;27%; (1%);
47;47-2161;Plasterers and Stucco Masons;Millennial; 	17.630 ;9.836; (7.794);-44 %;37 %;35%; (2%);
51;51-2022;Electrical and Electronic Equipment Assemblers;Millennial; 	45.384 ;37.501; (7.883);-17 %;20 %;19%; (1%);
51;51-9111;Packaging and Filling Machine Operators and Tenders;Millennial; 	114.272 ;106.340; (7.932);-7 %;28 %;29%;1%;
41;41-4011;Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products;Millennial; 	101.973 ;94.012; (7.961);-8 %;25 %;23%; (2%);
41;41-1012;First-Line Supervisors of Non-Retail Sales Workers;Millennial; 	71.112 ;62.753; (8.359);-12 %;18 %;18%; (0%);
47;47-2121;Glaziers;Millennial; 	25.693 ;17.294; (8.399);-33 %;38 %;37%; (1%);
27;27-3041;Editors;Millennial; 	44.013 ;35.576; (8.437);-19 %;30 %;28%; (2%);
